( ru_0001 "Корреспондент, американской газеты, Арчибальд, Скайлс, проходя мимо, увидел стоявшую перед объявлением босую, молодую женщину, в ситцевом опрятном платье, - она читала, шевеля губами." )
( ru_0002 "Она завела, прядь волнистых вол+ос за ухо, подняла с тротуара корзинку с зеленью, и пошла через улицу." )
( ru_0003 "Со спокойным мужеством, Скайлс, ожидал всего, в этом безумном городе." )
( ru_0004 "+Окна многоэтажных домов, иные разбитые, иные заколоченные д+осками, казались нежилыми, - ни одна голова, не выглядывала на улицу." )
( ru_0005 "В это время, перед объявлением, остановился рослый, широкоплечий человек, без шапки, по одежде, солдат, в рубахе без п+ояса, в обмотках." )
( ru_0006 "Глаз+а ленивые, серо-карие, и так же как у той женщины, - с искоркой." )
( ru_0008 "Скайльс, тоже теперь прищурясь, оглянул солдата, вспыхнул гневно, и пошёл, по направлению к Неве, - шагал уверенно, и широко." )
( ru_0009 "На куче песку, один во всём сквере, видимо уже давно, - сидел маленький мальчик, в грязной рубашке, - горошком, и без штанов." )
( ru_0010 "В руке он держал конец, верёвочки, к другому концу верёвочки, была привязана з+аногу, старая, взлохмаченная, ворона." )
( ru_0011 "Мальчик, ворона, пустые дом+а, пустынные улицы, странные взгляды прохожих, и приколоченное гв+оздиками объявление, - кто-то зовёт лететь, из этого г+орода, в звёздную пустыню." )
( ru_0012 "Развернул план Петербурга, и, водя по нему концом трубки, отыскал Ждановскую набережную." )
( ru_0013 "Небольшая дверца в нём, была приотворена, на пороге сидел на корточках рабочий, и размешивал в ведёрке кирпично-красный сурик." )
( ru_0014 "На вопрос Скайльса, - здесь ли можно видеть инженера Лося, рабочий кивнул, во внутрь сарая." )
( ru_0015 "Сарай едва был освещён, - над, столом заваленном чертежами и книгами, горела электрическая лампочка, в жестян+ом конусе." )
( ru_0016 "Сквозь балки лесов, поблескивала металлическая, с частой клёпкой, поверхность сферического тела." )
( ru_0017 "Сквозь раскрытые половинки вор+от, были видны багровые п+олосы заката, и клуб+ы туч, поднявшихся с м+оря." )
( ru_0018 "Учился на медные деньги, с двенадцати лет сам их зарабатываю." )
( ru_0022 "Над этой машиной, - он ткнул трубкой в сторону лесов, - работаю давно." )
( ru_0024 "В междузвёздном пространстве, носятся осколки планет, нерождённых, или погибших миров." )
( ru_0025 "Между зубами у них была трава, они паслись там, где теперь льды." )
( ru_0027 "Мы втянули его, и он упал, разбил земную кор+у, отклонил полюсы." )
( ru_0030 "Быть может, от этого именно, удара, погиб материк, лежавший на запад, от Африки, в Атлантическом океане." )
( ru_0031 "Поэтому, я клад+у на весь перелёт, в безвоздушном пространстве, - шесть, семь, часов." )
( ru_0032 "Через несколько лет, путешествие на Марс, будет не более сложно, чем перелёт, из Москвы в Берлин." )
( ru_0033 "На глаз, Скайльс, определил, что яйцеобразный аппарат, был не менее восьми с, половиной метров высот+ы, и шести метров, в поперечнике." )
( ru_0034 "Его окружала двойная, массивной стали, круглая спираль, свёрнутая в противоположные ст+ороны, - буфер." )
( ru_0035 "Аппарат был построен из мягкой, и тугоплавкой стали, внутри хорошо укреплён рёбрами, и лёгкими фермами." )
( ru_0036 "Внутри этого, второго, кожаного, стёганого, яйц+а, находились, аппараты наблюдения и движения, кислородные баки, ящики для поглощения углекислоты, полые подушки для инструментов, и провизии." )
( ru_0037 "Таков, в общих чертах, был принцип дв+ижущего механизма: это была, ракета." )
( ru_0038 "Аванс, - шесть фельетонов, по двести строк, чек можете учесть в Стокгольме." )
( ru_0039 "Что, у этой барышни, было в голове, - не пойм+у до сих пор." )
( ru_0040 "Лицо его в эту минуту казалось утомлённым, лоб сморщился." )
( ru_0041 "Через тысячу лет, мой окоченелый труп, влетит в её огненные океаны." )
( ru_0042 "Ведь, ад, и есть, моё безнадёжное одиночество, распростёртое в, вечной тьме." )
( ru_0043 "Лось вкратце, рассказал ему об условиях перелёта, предупредил о возможном риске." )
( ru_0044 "Предложил обеспечить семью, и выдать жалованье вперёд деньгами, и продуктами." )
( ru_0045 "Сначала думали, что это следы бурь, в магнитных полях земл+и." )
( ru_0046 "Одни и те же семен+а, оседают на Марс, и на землю, на все мириады, остывающих звёзд." )
( ru_0049 "Обоз, отобьём, и к вечеру мы, - вёрст уж, за восемьдесят." )
( ru_0050 "Надоело, - мало т+олку, да уж, и мужикам махн+овщина эта стала надоедать." )
( ru_0051 "В деревню ехать, - отец с матерью померли, братья убиты, земля заброшена." )
( ru_0052 "Я вам на Марсе пригожусь. Ну, очень рад, - сказал Лось, подавая ему руку, - до завтра." )
( ru_0053 "Лось показал Гусеву механизм движения, и важнейшие приборы, - Гусев, оказался ловким, и сметливым человеком." )
( ru_0054 "Он целует её в щёки, в лоб, в закрытые веки." )
( ru_0055 "Пот+ом взошёл на лесенку телескопа, нашёл искателем Марс, поднявшийся уже над Петербургом, и долго глядел на небольшой, ясный, тёплый, шарик." )
( ru_0056 "Ах, Боже мой, какие могли быть дел+а важнее Катюшиной любви!" )
( ru_0058 "Осенний ветер над Катей, лежащей в земле, под крестом." )
( ru_0059 "Накинул пальто, и зашагал через пустырь, на Больш+ую Монетную улицу, к себ+е на квартиру, где полгода том+у назад умерла Катя." )
( ru_0060 "Он открыл дверь в спальню, где, после смерти Кати, он никогда не ночевал." )
( ru_0061 "Гусев и Маша, жили в одной комнате, в когда-то роскошном, огромном, теперь заброшенном доме." )
( ru_0062 "Над головой летела, не могла улететь, весёлая женщина, с весёлыми младенцами." )
( ru_0063 "Семь лет меня ни пуля, ни штык, не могли истребить." )
( ru_0064 "Он сел к столу, н+ачал лупить варёную картошку, - разломил, окунул в соль. На завтра приготовь чистое, две смены, - рубашки, подштаники, подвёртки." )
( ru_0065 "Шли с набережной, бежали из переулков, бубнили, сбивались в кучки, лежали на чахлой траве, - поглядывали на низкое солнце, пустившее сквозь облак+а широкие лучи." )
( ru_0066 "До сумерек переливался говор, шли разные разговоры в толпе, ожидающей необыкновенного события." )
( ru_0067 "Его ярко освещённая внутренность, из стёганой ромбами, жёлтой кожи, была видна сквозь круглое отверстие люка." )
( ru_0068 "Недолго ждать, когда пошатнётся даже разум, - единственные цепи на этом чудовище." )
( ru_0069 "В молчании теперь, тысячи людей, глядели на квадратные, освещённые, +окна сарая." )
( ru_0070 "Электричество было пот+ушено, и бледный свет проникал сквозь стёкла глазков." )
( ru_0071 "Лось чувствовал: - сердце бьётся чаще, чаще, уже не бьётся, - трепещет мучительно." )
( ru_0073 "В один, из глазков, входил прямой, ослепительный луч солнца." )
( ru_0074 "Лось с трудом оторвался от этого зрелища, - живоносного огня вселенной." )
( ru_0075 "Теперь уже ясно можно было видеть, резкие, длинные, т+ени от скал, - они тянулись через оголённую, ледяную равнину." )
( ru_0076 "Несколько линий, точек, и полукружий, разбросано к западу и востоку от этой, экваториальной группы." )
( ru_0077 "Лось, жадно вглядывался в эту сеть линий: - вот они, сводящие с ума астрономов, постоянно меняющиеся, геометрически правильные, непостигаемые, каналы Марса." )
( ru_0078 "Лось кинулся к реостатам: - Попали, Алексей Иванович, притягиваемся, падаем." )
( ru_0079 "Казалось, - из чёрной бездны, он сам теперь летел на них." )
( ru_0080 "Аппарат прорезывал облак+а над тусклой равниной, и, ревя и сотрясаясь, медленно теперь опускался. Садимся! - успел только крикнуть Лось, и выключил двигатель." )
( ru_0081 "Мышь понемногу ожила, подняла нос, стала шевелить усами, умылась." )
( ru_0082 "Покалывало грудь, стучала кровь в виск+и, но дышалось легко, - воздух был тонок и сух." )
( ru_0084 "Идти было необычайно легко, хотя н+оги, и, вязли по щиколотку, в рассыпающейся почве." )
( ru_0085 "Из-под ног выбегали животные похожие на каменных ящериц, - ярко оранжевые, с з+убчатым хребтом." )
( ru_0086 "Несколько раз, в гуще лапчатой з+аросли, скользили, кидались в сторону, какие-то щетинистые клубки." )
( ru_0087 "Отсюда была видна холмистая равнина, того же апельсинового, но более тусклого цвета." )
( ru_0088 "Привычной хваткой расстегнул кобуру, вытащил револьвер: - Эй, - закричал он, - кто там у аппарат, так вашу эдак!" )
( ru_0089 "От берега до ближайшей кущи деревьев, Лось и Гусев шли по горелому, бурому, праху, - перепрыгивали через обсып+авшиеся, неширокие каналы, огибали высохшие прудики." )
( ru_0093 "Гусев нагнулся, и пхнул ногой, - из-под праха покатился проломанный человеческий череп, в зубах его блеснуло золото." )
( ru_0094 "Сейчас же второй паук побежал из-за дома к деревьям, поднимая коричневую пыльцу, и ткнулся в колючую сеть, стал биться в ней, вытягивая н+оги." )
( ru_0095 "В гладких ст+енах, - узкие как щели, глубокие отверстия окон." )
( ru_0099 "Они м+инули тёмный вестибюль, и вошли в многоугольную, высокую залу." )
( ru_0100 "Свет проникал в неё сквозь забранные стеклом, отверстия сводчатого к+упола." )
( ru_0101 "В другой, - вдребезги разбитое зеркало, закрывающее одну из стен, на пол+у - куча истлевшего тряпья, опрокинутая мебель, в шкафах - лохмотья одежд." )
( ru_0102 "Внизу и наверху, - на хор+ах стояли плоские шкафы, и тянулись п+олки, уставленные маленькими, толстыми кн+ижечками." )
( ru_0103 "Со шкафов, с полок, из тёмных углов библиотеки, глядели каменными глазами, морщинистые, лысые г+оловы, учёных марсиан." )
( ru_0104 "Бумага их была зеленоватая, шрифт геометрического очертания, мягкой коричневой окраски." )
( ru_0105 "Желтоватые, ветхие листы её, шли сверху вниз, непрерывной сложенной зигзагами полосою." )
( ru_0106 "Спустя несколько страниц, между треугольниками появились цветные круги, меняющейся как медузы, формы и окраски." )
( ru_0108 "Сплетения и переливы цветов и форм этих треугольников, кругов, квадратов, сложных фигур, бежали со страницы на страницу." )
( ru_0109 "Несколько мгновений темнота была насыщена лишь её мрачными, лучами." )
( ru_0110 "Присели, отпыхиваясь. Ну нет, по ночам в эти паучиные мест+а я не ход+ок, - сказал Гусев, отвинтил люк, и полез в аппарат." )
( ru_0112 "Очевидно, что марсианин лётчик, даст знать куда-нибудь, в населённый центр." )
( ru_0113 "Свет красноватой звезд+ы земл+и, бледнел, она приближалась к зениту, лучик от неё шёл в с+амое сердце." )
( ru_0114 "Лишь, одна, ночь, отделяла его от земл+и, от мучительных теней." )
( ru_0115 "Ледяным ужасом сжало мозг: Лось явно увидел себя, сидящего среди чужой пустыни, на железной коробке, как дьявол одинокого, покинутого Духом земл+и." )
( ru_0116 "Быть может, этот красноватый шарик земл+и, плывущий в звёздной пустыне, - лишь живое, плотское сердце великого Духа, раскинутого в тысячелетиях?" )
( ru_0118 "Ослепительно розовые гр+яды облаков, как жгут+ы пряжи, висевшей с востока на запад, покрывали утреннее небо." )
( ru_0120 "Три п+ары острых, гибких крыльев, простирались с бок+ов его." )
( ru_0121 "Лёгким движением рук+и, он указал на солнце, и проговорил знакомый звук, прозвучавший странно: - Со+ацр." )
( ru_0122 "Гусев, после того как его коснулись, дёрнул на лоб козырёк, - Как с дикарями, обращаются." )
( ru_0123 "Вдруг, всплеснул руками, обернулся к солдатам, и быстро быстро стал говорить им, подняв к небу стиснутые руки. - Аиу, - ответили солдаты, завывающими голосами." )
( ru_0124 "Один всё-таки, взял папироску, рассмотрел, понюхал, и спрятал в карман белых штанов." )
( ru_0125 "Ревели проп+еллеры, при поворотах и подъёмах поскрипывали, двигались гибкие крылья, шумели вертикальные винты." )
( ru_0129 "Затем вынул из кармана давешнюю книжку с чертежами, прося указать звуки, геометрических букв." )
( ru_0130 "Озеро н+ачало ходить зыбью, закипело, и из средины его, поднялась сильная струя вод+ы, раскинулась, и опала. - Со+ам, - проговорил марсианин торжественно." )
( ru_0131 "Корабль летел в ту сторону, и Лось увидел наконец, большой, прямой, канал." )
( ru_0132 "Марсианин, выпятил нижнюю губу, подн+ял разведённые р+уки к небу: - Т+ао, х+атха, уталиц+итл." )
( ru_0137 "Вот, пронеслась, вся в цветах, плетёная лодка, - три женских, большеглазых, худеньких лиц+а, голубые чепцы, голубые летящие рукава, белые шарфы." )
( ru_0140 "Гусев, озирался, повторял шопотом: - Гляди, гляди, эх ты." )
( ru_0141 "Но вот, из лесных кущ, всё чаще стали подниматься скалистые пики." )
( ru_0142 "Сквозь дрёму, улыбаясь, он хмурил брови, - силился проникнуть за эту тонкую пелену, скользящих солнечных пятен." )
( ru_0143 "А сидеть, - цветы нюхать: этого и у нас на земле, сколько в душу влезет." )
( ru_0144 "А вот надо, чтобы они бумагу нам выдали, о желании вступить в состав Российской, Федеративной, Республики." )
( ru_0145 "Гусев проговорил с достоинством: - Позвольте познакомиться, - полковник Гусев, инженер, - Мстислав, Сергеевич, Лось." )
( ru_0146 "Теперь Лось рассмотрел, что Аэлита была ему по плечо, тонкая и лёгкая, как девочка." )
( ru_0147 "Гусев вздохнул, сказал в полголоса: - Хорошая барышня, очень приятная барышня." )
( ru_0148 "Извилистой тенью, проплыла гряда Урала, ниточка нижнего течения Волги." )
( ru_0149 "Тогда Лось вышел на двор, первый раз за эти семь дней." )
( ru_0150 "Тогда он отошёл от статуи, и сейчас же увидел внизу, на лестнице, Аэлиту." )
( ru_0151 "Волосы Аэлиты, были покрыты чёрным колпачком, - капюшоном плаща." )
( ru_0152 "Лицо, хорошо, различимо, в свете звёзд, но глаз не видно, - лишь больш+ие тени, в глазных впадинах." )
( ru_0153 "В нас, потомках Магац+итлов, живёт память об иной жизни, дремлет +ашхе, как непроросшее зерно." )
( ru_0154 "До сих пор, там ещё видны холмы, из рыбьих костей." )
